id,SFR__Msol_per_yr,SFR_err,Mstar__Msol,Mstar_err,Lbolo__Lsol,Lbolo_err,Lold_unatt__Lsol,Lold_unatt_err,Lyoung_unatt__Lsol,Lyoung_unatt_err,Lold_abs__Lsol,Lyoung_abs__Lsol,Afuv,Afuv_err,Av_b90,Av_b90_err,Mdust__Msol,Mdust_err,Ldust__Lsol,Ldust_err,Umin,Umin_err,Tdust__K,Tdust_err,qpah,qpah_err,gamma,gamma_err,red_chi2
NGC4522,2.702E-01,3.090E-02,3.367E+09,7.324E+08,5.277E+09,2.639E+08,4.216E+09,2.108E+08,1.062E+09,1.214E+08,9.167E+08,6.909E+08,1.323,0.125,0.290,0.055,5.702E+06,1.104E+06,1.581E+09,8.241E+07,1.772,0.362,20.132,0.685,3.455,0.441,0.008,0.003,0.737
NGC4525,6.776E-02,1.440E-02,1.153E+09,2.564E+08,1.802E+09,9.011E+07,1.536E+09,7.680E+07,2.663E+08,5.659E+07,1.098E+08,2.101E+08,0.729,0.118,0.134,0.032,4.818E+06,9.852E+05,3.007E+08,2.835E+07,0.411,0.117,15.782,0.750,5.229,1.021,0.004,0.004,0.515
NGC4526,4.453E-02,2.960E-02,9.768E+10,1.938E+10,5.270E+10,2.635E+09,5.253E+10,2.626E+09,1.750E+08,1.163E+08,5.471E+09,4.054E+07,1.121,0.241,0.230,0.022,1.002E+07,5.733E+05,5.312E+09,2.736E+08,3.504,0.175,22.554,0.188,2.654,0.632,0.002,0.002,0.310
NGC4527,2.314E+00,4.511E-01,4.580E+10,7.343E+09,4.858E+10,2.429E+09,3.948E+10,1.974E+09,9.094E+09,1.773E+09,1.408E+10,1.041E+10,3.500,0.201,0.981,0.098,6.880E+07,5.490E+06,2.494E+10,1.247E+09,2.057,0.329,20.637,0.550,3.559,0.685,0.015,0.003,0.897
NGC4528,1.050E-03,7.050E-04,9.079E+09,1.525E+09,5.591E+09,2.795E+08,5.587E+09,2.793E+08,4.126E+06,2.771E+06,5.595E+07,7.386E+05,0.054,0.042,0.012,0.009,2.097E+05,3.837E+05,3.297E+07,2.346E+07,8.640,13.686,26.214,6.921,3.988,2.166,0.068,0.127,0.500
NGC4531,1.459E-02,9.201E-03,1.090E+10,1.726E+09,7.905E+09,3.952E+08,7.847E+09,3.924E+08,5.734E+07,3.616E+07,5.165E+08,7.023E+07,0.705,0.178,0.146,0.020,7.254E+06,1.696E+06,6.230E+08,7.784E+07,0.589,0.168,16.756,0.797,3.448,1.552,0.003,0.004,0.397
NGC4532,7.812E-01,5.922E-02,1.893E+09,5.438E+08,7.134E+09,3.567E+08,4.064E+09,2.032E+08,3.070E+09,2.327E+08,1.256E+09,2.172E+09,1.323,0.094,0.272,0.056,5.622E+06,6.978E+05,3.247E+09,2.335E+08,3.171,0.636,22.181,0.742,1.096,0.138,0.019,0.006,1.186
NGC4533,8.929E-02,1.496E-02,2.162E+09,4.536E+08,2.217E+09,1.109E+08,1.866E+09,9.331E+07,3.509E+08,5.879E+07,2.155E+08,1.667E+08,0.728,0.190,0.153,0.053,4.215E+06,1.974E+06,3.746E+08,9.931E+07,0.685,0.419,17.182,1.751,0.941,0.638,0.009,0.009,1.429
NGC4535,2.540E+00,2.688E-01,3.140E+10,6.604E+09,4.908E+10,2.454E+09,3.910E+10,1.955E+09,9.981E+09,1.056E+09,8.486E+09,6.396E+09,1.350,0.144,0.301,0.054,7.188E+07,4.510E+06,1.506E+10,7.531E+08,1.204,0.116,18.875,0.302,4.283,1.032,0.012,0.005,0.435
NGC4536,2.949E+00,3.158E-01,2.504E+10,6.699E+09,4.005E+10,2.002E+09,2.846E+10,1.423E+09,1.159E+10,1.241E+09,8.221E+09,1.064E+10,2.090,0.131,0.512,0.080,4.415E+07,2.207E+06,1.879E+10,9.396E+08,2.022,0.178,20.578,0.303,2.347,0.309,0.031,0.002,0.534
NGC4540,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC4546,5.337E-03,3.582E-03,3.022E+10,4.634E+09,1.933E+10,9.665E+08,1.931E+10,9.655E+08,2.097E+07,1.408E+07,3.179E+08,1.424E+06,0.135,0.060,0.030,0.006,2.741E+06,1.660E+06,2.810E+08,4.970E+07,0.596,0.735,16.789,3.451,4.388,1.992,0.070,0.068,0.431
NGC4550,6.984E-03,4.024E-03,1.292E+10,1.405E+09,7.303E+09,3.651E+08,7.275E+09,3.638E+08,2.745E+07,1.581E+07,1.611E+08,1.075E+07,0.196,0.075,0.041,0.009,9.040E+05,5.030E+05,1.513E+08,3.232E+07,1.443,2.197,19.453,4.937,0.908,0.698,0.012,0.014,0.682
NGC4551,8.050E-04,7.482E-04,1.476E+10,1.434E+09,6.397E+09,3.199E+08,6.394E+09,3.197E+08,3.164E+06,2.940E+06,2.993E+07,2.342E+05,0.040,0.036,0.009,0.008,1.783E+05,3.533E+05,2.638E+07,2.184E+07,9.149,14.079,26.466,6.787,4.040,2.136,0.055,0.116,0.332
NGC4552,3.194E-02,2.043E-02,1.483E+11,1.267E+10,5.860E+10,2.930E+09,5.848E+10,2.924E+09,1.255E+08,8.030E+07,4.275E+08,2.563E+07,0.055,0.030,0.011,0.005,6.287E+06,7.033E+06,3.139E+08,1.446E+08,2.679,7.879,21.567,10.570,4.423,2.104,0.064,0.124,0.408
NGC4559,7.164E-01,7.763E-02,3.769E+09,1.075E+09,1.015E+10,5.077E+08,7.339E+09,3.670E+08,2.815E+09,3.051E+08,1.356E+09,1.369E+09,0.866,0.093,0.195,0.053,1.409E+07,1.628E+06,2.827E+09,2.345E+08,1.260,0.250,19.019,0.628,2.810,1.912,0.006,0.003,0.502
NGC4561,8.580E-01,9.873E-02,3.901E+09,1.055E+09,1.165E+10,5.823E+08,8.274E+09,4.137E+08,3.372E+09,3.880E+08,1.147E+09,1.248E+09,0.531,0.056,0.106,0.029,6.802E+06,1.109E+06,2.274E+09,1.983E+08,2.090,0.511,20.692,0.843,1.354,0.313,0.008,0.002,0.739
NGC4562,2.031E-02,3.385E-03,6.211E+08,9.433E+07,8.709E+08,4.354E+07,7.910E+08,3.955E+07,7.982E+07,1.330E+07,6.625E+07,3.516E+07,0.631,0.118,0.124,0.029,5.251E+06,1.169E+06,1.086E+08,1.689E+07,0.141,0.079,13.204,1.235,3.309,0.820,0.007,0.006,0.208
NGC4564,7.076E-03,5.287E-03,3.120E+10,5.974E+09,1.406E+10,7.028E+08,1.403E+10,7.014E+08,2.781E+07,2.078E+07,2.310E+08,3.099E+07,0.103,0.087,0.021,0.015,3.174E+05,6.036E+05,1.385E+08,9.781E+07,12.755,15.678,27.972,5.731,3.915,2.170,0.060,0.120,0.295
NGC4565,9.208E-01,1.964E-01,1.025E+11,1.752E+10,5.605E+10,2.802E+09,5.243E+10,2.621E+09,3.619E+09,7.719E+08,1.423E+10,2.917E+09,1.761,0.228,0.490,0.082,1.209E+08,2.511E+07,1.419E+10,2.251E+09,0.843,0.298,17.787,1.046,4.081,0.835,0.001,0.001,0.797
NGC4567,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC4568,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC4569,1.845E-01,1.248E-01,3.235E+10,5.086E+09,3.567E+10,1.784E+09,3.495E+10,1.747E+09,7.250E+08,4.904E+08,6.612E+09,3.337E+08,1.481,0.206,0.332,0.031,1.924E+07,9.621E+05,6.881E+09,3.441E+08,1.986,0.105,20.517,0.180,2.716,0.401,0.016,0.002,0.737
NGC4570,4.622E-03,2.995E-03,4.468E+10,4.332E+09,2.031E+10,1.016E+09,2.029E+10,1.015E+09,1.816E+07,1.177E+07,1.481E+08,7.655E+06,0.053,0.025,0.011,0.004,2.432E+06,1.973E+06,1.078E+08,3.900E+07,1.460,5.602,19.491,12.466,4.420,2.106,0.057,0.100,0.228
NGC4571,4.759E-01,1.405E-01,2.272E+10,3.894E+09,2.522E+10,1.261E+09,2.335E+10,1.167E+09,1.870E+09,5.523E+08,3.586E+09,1.096E+09,1.090,0.222,0.224,0.042,3.422E+07,8.377E+06,4.467E+09,5.406E+08,0.859,0.292,17.841,1.009,6.162,0.932,0.003,0.003,1.115
NGC4578,4.506E-03,3.911E-03,1.391E+10,1.199E+09,8.883E+09,4.442E+08,8.866E+09,4.433E+08,1.771E+07,1.537E+07,1.541E+08,4.438E+06,0.088,0.058,0.019,0.010,4.115E+05,6.873E+05,8.170E+07,4.422E+07,13.487,17.598,28.234,6.140,0.755,1.016,0.018,0.058,5.828
NGC4579,8.832E-01,4.743E-01,1.301E+11,1.568E+10,1.064E+11,5.318E+09,1.029E+11,5.145E+09,3.471E+09,1.864E+09,1.562E+10,4.134E+09,1.466,0.278,0.323,0.043,6.386E+07,8.077E+06,1.938E+10,1.717E+09,1.870,0.384,20.313,0.695,5.612,1.032,0.006,0.005,0.516
NGC4580,1.624E-01,9.056E-02,1.295E+10,1.841E+09,1.236E+10,6.179E+08,1.172E+10,5.859E+08,6.384E+08,3.559E+08,1.770E+09,1.078E+09,1.765,0.350,0.359,0.051,1.445E+07,1.161E+06,2.766E+09,1.616E+08,1.165,0.114,18.771,0.307,2.146,0.385,0.009,0.002,1.522
NGC4584,6.281E-03,3.398E-03,1.421E+09,2.779E+08,1.716E+09,8.578E+07,1.691E+09,8.454E+07,2.468E+07,1.336E+07,2.554E+08,2.589E+07,1.078,0.222,0.221,0.038,1.575E+06,6.785E+05,2.373E+08,4.352E+07,1.041,0.551,18.424,1.624,4.699,1.572,0.013,0.012,0.504
NGC4586,1.410E-02,1.135E-02,1.159E+10,2.013E+09,6.226E+09,3.113E+08,6.170E+09,3.085E+08,5.543E+07,4.461E+07,5.171E+08,3.844E+07,0.822,0.249,0.174,0.018,5.427E+06,1.001E+06,5.255E+08,4.362E+07,0.646,0.161,17.013,0.709,4.893,1.165,0.003,0.003,0.301
NGC4589,1.311E-02,1.074E-02,8.959E+10,1.524E+10,5.625E+10,2.813E+09,5.620E+10,2.810E+09,5.153E+07,4.223E+07,4.250E+08,1.948E+06,0.066,0.034,0.015,0.006,2.285E+06,3.895E+06,3.976E+08,1.509E+08,7.965,12.408,25.861,6.714,3.879,2.141,0.046,0.097,1.686
NGC4591,9.041E-01,1.474E-01,1.896E+10,3.006E+09,2.186E+10,1.093E+09,1.831E+10,9.154E+08,3.553E+09,5.794E+08,3.482E+09,2.075E+09,1.409,0.175,0.292,0.055,3.368E+07,5.713E+06,5.967E+09,4.887E+08,1.065,0.264,18.493,0.763,3.235,0.823,0.012,0.005,0.236
NGC4592,3.920E-01,1.960E-02,1.051E+09,8.695E+07,4.835E+09,2.417E+08,3.294E+09,1.647E+08,1.541E+09,7.703E+07,3.304E+08,6.499E+08,0.467,0.073,0.085,0.025,1.279E+07,2.900E+06,9.185E+08,1.256E+08,0.461,0.181,16.087,1.052,3.041,0.878,0.010,0.006,1.400
NGC4594,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC4595,2.354E-01,4.406E-02,1.639E+09,1.545E+08,4.868E+09,2.434E+08,3.943E+09,1.971E+08,9.253E+08,1.732E+08,6.052E+08,6.162E+08,0.914,0.125,0.222,0.045,5.827E+06,8.920E+05,1.250E+09,9.638E+07,1.324,0.344,19.175,0.830,4.023,0.922,0.010,0.005,0.461
NGC4596,5.698E-03,3.275E-03,2.698E+10,5.580E+09,1.580E+10,7.902E+08,1.578E+10,7.891E+08,2.240E+07,1.287E+07,3.422E+08,1.261E+07,0.194,0.077,0.042,0.007,1.392E+06,4.212E+05,3.124E+08,4.549E+07,1.224,0.526,18.926,1.356,4.477,1.976,0.029,0.032,0.464
NGC4606,8.225E-03,2.548E-03,3.831E+09,8.635E+08,4.055E+09,2.028E+08,4.023E+09,2.012E+08,3.232E+07,1.002E+07,6.122E+08,2.781E+07,1.453,0.081,0.280,0.014,1.899E+06,3.363E+05,6.265E+08,3.199E+07,2.050,0.433,20.626,0.726,2.424,0.554,0.009,0.003,3.146
NGC4607,3.825E-01,1.422E-01,5.923E+09,1.739E+09,1.024E+10,5.118E+08,8.732E+09,5.126E+08,1.503E+09,5.591E+08,4.055E+09,1.536E+09,3.882,0.433,1.007,0.101,1.637E+07,8.381E+05,5.319E+09,2.660E+08,1.996,0.100,20.534,0.171,3.506,0.368,0.008,0.001,0.650
NGC4608,2.988E-02,6.034E-02,5.635E+10,7.221E+09,2.393E+10,1.197E+09,2.382E+10,1.191E+09,1.174E+08,2.371E+08,2.968E+08,2.029E+07,0.092,0.052,0.020,0.009,1.520E+06,2.208E+06,2.289E+08,9.605E+07,6.858,13.005,25.224,7.972,4.339,2.118,0.174,0.169,0.286
NGC4612,6.885E-03,4.088E-03,2.533E+10,6.633E+09,1.244E+10,6.221E+08,1.242E+10,6.208E+08,2.706E+07,1.607E+07,4.911E+08,6.569E+06,0.111,0.096,0.023,0.018,8.076E+05,1.188E+06,1.365E+08,1.081E+08,7.622,12.774,25.672,7.171,3.628,2.160,0.062,0.120,0.323
NGC4618,2.620E-01,2.601E-02,1.572E+09,1.531E+08,4.208E+09,2.104E+08,3.178E+09,1.589E+08,1.030E+09,1.022E+08,2.078E+08,6.080E+08,0.591,0.073,0.103,0.031,4.442E+06,6.547E+05,7.893E+08,9.036E+07,1.103,0.321,18.600,0.904,3.593,0.784,0.010,0.004,0.458
NGC4621,2.006E-02,1.003E-03,5.719E+10,2.859E+09,4.557E+10,2.278E+09,4.549E+10,2.274E+09,7.885E+07,3.943E+06,3.885E+08,1.856E+07,0.086,0.029,0.018,0.004,2.622E+07,7.782E+06,4.357E+08,9.861E+07,0.113,0.196,12.727,3.682,4.736,1.697,0.002,0.006,5.780
NGC4624,6.863E-03,2.842E-03,2.078E+10,5.115E+09,1.202E+10,6.010E+08,1.199E+10,5.997E+08,2.697E+07,1.117E+07,3.909E+07,3.346E+06,0.036,0.023,0.006,0.004,4.386E+05,7.364E+05,3.593E+07,2.170E+07,4.933,10.471,23.877,8.446,4.229,2.145,0.089,0.144,0.567
NGC4625,9.713E-02,1.075E-02,8.600E+08,1.676E+08,1.707E+09,8.534E+07,1.325E+09,6.625E+07,3.817E+08,4.224E+07,1.441E+08,2.108E+08,0.770,0.122,0.136,0.039,2.506E+06,1.042E+06,3.638E+08,6.225E+07,0.998,0.630,18.294,1.926,5.904,1.112,0.012,0.009,0.890
NGC4627,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC4629,5.619E-01,2.361E-01,2.479E+09,7.358E+08,7.190E+09,1.024E+09,4.981E+09,2.513E+08,2.208E+09,9.278E+08,3.562E+08,4.535E+08,0.264,0.142,0.053,0.031,4.834E+06,2.254E+06,7.148E+08,1.643E+08,1.148,0.624,18.727,1.695,1.590,1.033,0.005,0.007,0.236
NGC4630,3.836E-01,6.512E-02,2.790E+09,7.473E+08,6.247E+09,3.124E+08,4.740E+09,2.370E+08,1.508E+09,2.560E+08,8.202E+08,1.631E+09,1.544,0.127,0.318,0.065,8.176E+06,1.636E+06,2.273E+09,1.698E+08,1.531,0.454,19.645,0.972,3.279,0.409,0.022,0.007,0.627
NGC4631,3.704E+00,2.211E-01,1.766E+10,3.092E+09,3.937E+10,1.968E+09,2.481E+10,1.241E+09,1.456E+10,8.688E+08,1.022E+10,1.078E+10,1.836,0.092,0.597,0.066,3.760E+07,2.708E+06,2.091E+10,1.045E+09,3.467,0.220,22.514,0.238,3.161,0.490,0.007,0.002,1.304
NGC4633,1.493E-01,2.565E-02,1.103E+09,2.173E+08,2.693E+09,1.347E+08,2.107E+09,1.053E+08,5.867E+08,1.008E+08,3.175E+08,3.333E+08,0.985,0.152,0.191,0.048,6.025E+06,1.692E+06,7.032E+08,1.045E+08,0.734,0.310,17.381,1.223,1.794,0.476,0.014,0.008,1.526
NGC4636,1.962E-01,1.931E-02,1.992E+11,1.438E+10,7.199E+10,3.599E+09,7.121E+10,3.561E+09,7.711E+08,7.591E+07,1.004E+08,3.774E+07,0.002,0.009,0.000,0.001,1.414E+05,8.645E+05,1.042E+07,3.905E+07,8.968,14.235,26.377,6.978,3.974,2.183,0.097,0.153,4.346
NGC4638,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC4639,1.077E+00,1.006E-01,2.651E+10,3.426E+09,2.735E+10,1.368E+09,2.312E+10,1.156E+09,4.234E+09,3.952E+08,3.203E+09,2.136E+09,0.842,0.091,0.179,0.035,2.778E+07,3.589E+06,5.071E+09,4.123E+08,1.135,0.235,18.690,0.646,2.802,0.439,0.009,0.003,1.078
NGC4643,4.851E-02,9.073E-03,4.810E+10,4.624E+09,1.845E+10,9.227E+08,1.826E+10,9.132E+08,1.907E+08,3.566E+07,6.614E+08,3.719E+07,0.278,0.099,0.067,0.011,9.201E+06,2.116E+06,6.026E+08,9.700E+07,0.412,0.135,15.783,0.864,4.072,1.942,0.009,0.012,1.955
NGC4647,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC4649,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NGC4651,2.567E+00,3.517E-01,5.089E+10,6.543E+09,6.029E+10,3.014E+09,5.020E+10,2.510E+09,1.009E+10,1.382E+09,4.912E+09,7.472E+09,1.287,0.191,0.227,0.049,6.723E+07,1.385E+07,1.495E+10,2.275E+09,1.443,0.535,19.453,1.202,4.307,0.856,0.009,0.005,1.175
NGC4654,2.210E+00,3.401E-01,1.470E+10,3.704E+09,3.250E+10,1.625E+09,2.382E+10,1.262E+09,8.685E+09,1.337E+09,8.024E+09,6.386E+09,1.948,0.153,0.462,0.072,4.121E+07,4.324E+06,1.438E+10,1.150E+09,2.061,0.456,20.645,0.762,3.797,0.908,0.013,0.005,0.617
NGC4656,4.028E-01,2.081E-02,4.675E+08,1.298E+08,3.410E+09,1.705E+08,1.827E+09,9.133E+07,1.583E+09,8.181E+07,1.172E+08,2.301E+08,0.152,0.021,0.035,0.011,1.938E+06,3.463E+05,3.153E+08,3.795E+07,0.897,0.275,17.972,0.919,0.539,0.201,0.019,0.006,1.058
NGC4660,7.581E-03,2.925E-03,1.785E+10,3.369E+09,1.096E+10,5.480E+08,1.093E+10,5.465E+08,2.979E+07,1.149E+07,6.177E+07,1.285E+06,0.067,0.032,0.013,0.005,2.346E+05,3.932E+05,6.936E+07,2.569E+07,9.219,14.360,26.499,6.879,4.527,2.085,0.195,0.171,0.227
NGC4666,4.075E+00,6.783E-01,3.840E+10,9.917E+09,5.823E+10,2.912E+09,4.222E+10,2.334E+09,1.602E+10,2.666E+09,1.688E+10,1.783E+10,3.562,0.178,0.998,0.094,5.907E+07,4.341E+06,3.441E+10,1.906E+09,3.653,0.618,22.711,0.640,3.886,0.686,0.008,0.003,0.584
NGC4668,1.826E-01,1.508E-02,1.149E+09,2.383E+08,2.835E+09,1.418E+08,2.118E+09,1.059E+08,7.175E+08,5.927E+07,2.532E+08,3.103E+08,0.567,0.072,0.112,0.034,5.635E+06,1.601E+06,5.346E+08,6.082E+07,0.589,0.232,16.754,1.101,3.050,1.641,0.015,0.013,0.582
NGC4684,2.475E-02,1.431E-02,1.198E+10,1.550E+09,8.128E+09,4.064E+08,8.031E+09,4.015E+08,9.727E+07,5.622E+07,6.411E+08,8.501E+07,0.688,0.187,0.161,0.021,7.298E+05,2.790E+05,7.144E+08,8.202E+07,4.248,2.245,23.289,2.051,0.637,0.329,0.066,0.040,0.800
NGC4688,5.195E-01,3.364E-02,1.474E+09,3.638E+08,6.283E+09,3.141E+08,4.241E+09,2.121E+08,2.042E+09,1.322E+08,4.505E+08,8.120E+08,0.467,0.069,0.094,0.027,1.297E+07,4.754E+06,1.218E+09,1.527E+08,0.494,0.231,16.271,1.269,2.715,0.571,0.036,0.014,1.141
NGC4689,4.663E-01,2.817E-01,1.398E+10,3.338E+09,1.789E+10,8.943E+08,1.605E+10,8.027E+08,1.832E+09,1.107E+09,2.072E+09,2.513E+09,1.666,0.371,0.325,0.086,2.247E+07,1.459E+06,4.523E+09,2.262E+08,1.196,0.101,18.855,0.264,5.728,0.917,0.006,0.003,0.425
NGC4691,1.439E-01,2.187E-02,9.375E+08,2.167E+08,2.212E+09,1.106E+08,1.647E+09,8.233E+07,5.656E+08,8.596E+07,4.083E+08,4.237E+08,1.565,0.149,0.312,0.058,8.326E+05,1.151E+05,8.258E+08,9.160E+07,3.892,1.676,22.952,1.647,1.375,0.661,0.062,0.020,0.509
NGC4696,1.140E+00,1.725E-01,6.294E+11,8.341E+10,2.855E+11,1.427E+10,2.810E+11,1.405E+10,4.480E+09,6.779E+08,2.120E+09,1.924E+08,0.066,0.025,0.011,0.003,1.943E+07,1.632E+07,1.739E+09,4.737E+08,1.254,3.932,19.004,9.929,4.784,1.986,0.056,0.104,1.019
NGC4697,3.155E-02,1.568E-02,9.560E+10,2.141E+10,5.274E+10,2.637E+09,5.261E+10,2.631E+09,1.240E+08,6.164E+07,1.542E+08,6.867E+06,0.043,0.015,0.007,0.002,2.631E+05,3.574E+05,1.832E+08,4.813E+07,12.384,13.007,27.835,4.872,3.219,2.088,0.015,0.042,1.525
NGC4698,9.391E-02,6.052E-02,7.219E+10,9.775E+09,5.482E+10,2.741E+09,5.445E+10,2.722E+09,3.691E+08,2.379E+08,3.275E+09,1.143E+08,0.429,0.182,0.097,0.023,3.525E+07,1.093E+07,2.830E+09,6.800E+08,0.596,0.348,16.789,1.634,4.126,1.526,0.004,0.006,2.238
NGC4701,8.062E-01,9.027E-02,2.238E+09,5.616E+08,9.068E+09,4.534E+08,5.900E+09,2.950E+08,3.168E+09,3.548E+08,1.287E+09,1.929E+09,0.953,0.142,0.189,0.047,1.044E+07,1.602E+06,3.026E+09,2.405E+08,1.824,0.407,20.229,0.752,4.138,0.572,0.009,0.004,0.338
NGC4710,2.650E-02,1.884E-02,1.625E+10,2.202E+09,1.152E+10,5.762E+08,1.142E+10,5.710E+08,1.041E+08,7.405E+07,2.079E+09,1.281E+08,1.908,0.438,0.417,0.039,6.125E+06,8.351E+05,2.169E+09,1.913E+08,2.191,0.550,20.855,0.872,2.387,0.602,0.010,0.004,0.609
NGC4713,9.280E-01,9.745E-02,2.326E+09,4.305E+08,1.022E+10,5.109E+08,6.571E+09,3.286E+08,3.647E+09,3.830E+08,7.693E+08,2.647E+09,0.847,0.071,0.166,0.046,1.560E+07,2.098E+06,3.222E+09,2.558E+08,1.197,0.292,18.858,0.765,4.019,0.674,0.015,0.007,0.373
NGC4720,3.547E-01,3.739E-02,2.409E+09,7.814E+08,4.741E+09,2.371E+08,3.347E+09,2.403E+08,1.394E+09,1.470E+08,5.702E+08,8.451E+08,0.914,0.115,0.194,0.053,2.493E+06,4.704E+05,1.369E+09,1.441E+08,3.509,1.038,22.558,1.113,2.052,0.487,0.009,0.004,0.468
NGC4725,9.408E-01,1.190E-01,7.469E+10,1.217E+10,5.190E+10,2.595E+09,4.820E+10,2.410E+09,3.697E+09,4.678E+08,4.385E+09,1.880E+09,0.755,0.158,0.174,0.020,6.597E+07,9.407E+06,6.275E+09,5.160E+08,0.545,0.131,16.537,0.664,0.882,0.437,0.013,0.004,2.468
NGC4731,7.792E-01,5.840E-02,3.346E+09,1.006E+09,8.760E+09,4.380E+08,5.697E+09,4.407E+08,3.062E+09,2.295E+08,7.470E+08,1.290E+09,0.566,0.061,0.120,0.034,2.236E+07,3.607E+06,2.017E+09,1.876E+08,0.537,0.162,16.499,0.830,4.235,1.153,0.013,0.008,0.409
NGC4736,5.380E-01,1.913E-01,2.547E+10,4.082E+09,2.412E+10,1.206E+09,2.201E+10,1.100E+09,2.115E+09,7.520E+08,3.472E+09,1.985E+09,1.445,0.206,0.309,0.058,5.864E+06,5.339E+05,5.368E+09,2.684E+08,5.917,0.571,24.611,0.396,4.552,0.793,0.004,0.002,0.737
NGC4746,2.751E+00,3.214E-01,1.427E+10,3.063E+09,3.266E+10,1.633E+09,2.184E+10,1.203E+09,1.081E+10,1.263E+09,9.062E+09,8.788E+09,2.699,0.135,0.742,0.098,4.471E+07,7.095E+06,1.884E+10,1.287E+09,2.560,0.726,21.404,1.012,3.424,0.550,0.013,0.004,0.375
NGC4747,1.663E-01,4.094E-02,2.183E+09,5.437E+08,3.772E+09,1.886E+08,3.118E+09,1.606E+08,6.535E+08,1.609E+08,8.587E+08,3.586E+08,1.531,0.172,0.314,0.068,6.067E+06,9.602E+05,1.166E+09,7.735E+07,1.086,0.235,18.553,0.668,3.330,0.508,0.017,0.006,0.622
NGC4753,6.490E-02,5.370E-02,1.455E+11,1.865E+10,8.502E+10,4.251E+09,8.476E+10,4.238E+09,2.551E+08,2.111E+08,6.228E+09,5.459E+07,0.867,0.267,0.183,0.038,2.106E+07,4.358E+06,7.125E+09,1.468E+09,2.321,0.996,21.057,1.506,3.776,1.677,0.005,0.007,0.169
NGC4754,4.553E-03,3.350E-03,5.564E+10,4.640E+09,2.407E+10,1.203E+09,2.405E+10,1.203E+09,1.789E+07,1.317E+07,1.940E+08,7.370E+05,0.104,0.061,0.024,0.011,2.649E+06,2.284E+06,2.631E+08,1.179E+08,2.571,6.630,21.420,9.204,4.341,2.016,0.028,0.061,0.304
NGC4758,9.231E-02,2.245E-02,2.467E+09,4.819E+08,2.791E+09,1.396E+08,2.428E+09,1.214E+08,3.628E+08,8.822E+07,4.227E+08,3.529E+08,1.391,0.176,0.340,0.058,8.769E+06,1.532E+06,7.528E+08,4.968E+07,0.498,0.120,16.292,0.655,3.142,0.968,0.014,0.006,0.677
NGC4762,6.171E-03,4.050E-03,2.275E+10,2.162E+09,1.472E+10,7.362E+08,1.470E+10,7.350E+08,2.425E+07,1.592E+07,1.133E+08,8.843E+06,0.112,0.087,0.024,0.017,2.097E+06,1.471E+06,1.747E+08,1.184E+08,1.365,3.400,19.274,8.000,3.790,2.148,0.018,0.042,0.425
NGC4765,4.600E-01,2.300E-02,9.373E+08,1.147E+08,4.464E+09,2.232E+08,2.656E+09,1.328E+08,1.808E+09,9.039E+07,3.410E+08,1.229E+09,0.926,0.054,0.160,0.035,2.480E+06,1.244E+05,1.571E+09,7.853E+07,3.537,0.318,22.589,0.339,1.786,0.108,0.016,0.001,0.462
NGC4771,2.513E-01,7.003E-02,1.080E+10,2.082E+09,9.913E+09,4.957E+08,8.926E+09,4.463E+08,9.878E+08,2.752E+08,1.321E+09,1.039E+09,1.468,0.194,0.324,0.062,1.986E+07,2.720E+06,2.334E+09,1.665E+08,0.751,0.133,17.446,0.516,4.471,1.302,0.005,0.005,0.270
NGC4772,1.348E-01,7.143E-02,6.948E+10,1.247E+10,4.138E+10,2.069E+09,4.085E+10,2.043E+09,5.298E+08,2.807E+08,1.627E+09,6.910E+08,0.545,0.200,0.102,0.018,4.512E+07,9.401E+06,2.295E+09,3.663E+08,0.322,0.096,15.150,0.750,4.180,2.028,0.007,0.010,0.252
